element,domain,node0,node1,node2,area_m2,quality,heat_flux_W_m2,electric_field_V_m,joule_W_m3
63,"plate",473,434,435,0.0000027063293750000023,1.0000000000000002,1392.2462119456811,9.928142595627605,1061969.5619883619
64,"plate",434,396,435,0.0000027063293750000023,1.0000000000000002,1377.7631203025232,9.92684248935502,1061695.86632812
65,"plate",396,397,435,0.0000027063293750000023,1.0000000000000002,2815.6903412461565,10.160910437279538,1112679.3831810749
66,"plate",422,461,460,0.0000027063293749999985,1,30141.400023172857,8.521249990245439,831309.7422437627
67,"plate",370,408,369,0.000002706329375000003,1,31690.892107354466,8.785101574316487,886246.8625331796
68,"plate",368,330,369,0.0000027063293750000023,1.0000000000000002,30100.64777349795,9.050781571737764,931788.3634197161
69,"plate",946,985,984,0.0000027063293749999955,1,5606.823893948519,10.236005280440125,1130463.306627932
70,"plate",500,461,462,0.0000027063293750000006,0.9999999999999998,29284.495305059725,9.011228182663546,922255.3865349048
71,"plate",461,423,462,0.0000027063293749999985,1,29155.040587768515,8.940548161493252,907152.2984355055
72,"padR",1154,1114,1115,0.0000027063293750000044,1,37739.43817385574,1.2023707198272868,115655.62783183904
73,"plate",316,317,355,0.0000027063293750000023,1.0000000000000002,5811.730226087366,10.378199939817947,1162208.8285570429
74,"plate",762,788,761,0.0000027063293749999917,1,24178.420209433236,6.454973805286561,480154.92098908883
75,"plate",326,364,325,0.0000027063293750000023,1.0000000000000002,20549.853152786312,10.274944602165466,1160904.9505550496
76,"padR",490,450,451,0.0000027063293750000023,1.0000000000000002,36320.34452768841,1.1561649827370715,106937.39738459302
77,"padR",450,413,451,0.0000027063293750000023,1.0000000000000002,36311.937950714215,1.155786063271611,106867.31392423107
78,"plate",328,367,366,0.0000027063293750000023,1.0000000000000002,26627.82578941811,9.690436250908794,1050513.0177068962
79,"padR",66,1154,1155,0.000003282271562500032,0.9816710084322948,37906.70092503044,1.2035196838913127,115876.77036110761
80,"padR",1154,1115,1155,0.0000027063293750000044,0.9999999999999998,37908.929106053845,1.2036142973627177,115894.9901452759
81,"padL",302,129,130,0.0000015625000000000011,0.7786720575848668,37829.683435902516,1.2158570947183176,118264.67798214944
82,"padR",413,373,374,0.000002706329375000003,1,37339.161238238084,1.1893252589228276,113159.56572094807
83,"padL",144,889,851,0.0000025305407812499825,0.9910563305406931,34335.894367530105,1.0981709457185118,96478.35408162324
84,"padL",812,144,851,0.000002882117968750005,0.9921387542565805,34333.36670519073,1.098086796447251,96463.56900254289
85,"padL",889,888,851,0.0000027063293749999917,1,35138.64551438935,1.1215606891017094,100631.87034706409
86,"plate",440,402,441,0.0000027063293750000023,1.0000000000000002,20633.067679929445,10.987234862218164,1324090.6894626473
87,"plate",402,403,441,0.0000027063293750000023,1.0000000000000002,21347.972656419875,10.59010203534734,1233698.9677476906
88,"plate",817,788,789,0.0000027063293750000006,1,25796.641638803434,7.196644882157646,593585.8997934524
89,"plate",788,762,789,0.0000027063293749999917,1,25730.65887834279,7.204533136060948,595643.723337565
90,"plate",304,265,266,0.000002706329375,0.9999999999999998,35366.64897539406,8.485593864383445,843213.6088496324
91,"plate",508,546,507,0.000002706329375,1,10228.710195119284,11.02114932533185,1314103.2385228856
92,"plate",397,398,436,0.0000027063293750000023,1.0000000000000002,5689.1695729589965,10.295015191204977,1143580.0944967566
93,"plate",435,397,436,0.0000027063293750000023,1.0000000000000002,4072.0427353344453,10.068995222898161,1093155.6555518254
94,"plate",366,367,405,0.000002706329375000003,1,26632.45833990919,9.710555823616486,1055178.9769760722
95,"plate",286,325,324,0.0000027063293750000023,1.0000000000000002,17785.107063529475,10.41136300537929,1185356.102953299
96,"padR",566,602,166,0.000002351264843750066,0.9618858771253151,33195.00179654991,1.0609636328655843,90051.50642106705
97,"padR",602,633,166,0.000003061393906250063,0.9704658179824226,33211.7002751302,1.061442204683969,90132.76431074919
98,"plate",788,817,816,0.0000027063293750000006,1,27830.15856948843,7.6558349150618845,673966.1655172962
99,"plate",817,855,816,0.0000027063293749999917,1,27790.85573355229,7.618438590264849,666711.2510090305
100,"padR",374,373,336,0.0000027063293750000023,1.0000000000000002,37329.846368223596,1.1889527997486717,113088.70080241641
101,"padL",571,532,572,0.0000027063293750000015,0.9999999999999998,33486.31262330448,1.0637297363719107,90521.67616334837
102,"plate",946,984,945,0.0000027063293749999955,0.9999999999999998,3932.2332034737165,9.914142640894834,1059759.6624989551
103,"plate",984,983,945,0.0000027063293749999955,1,2755.9193471051058,10.046896827915054,1087836.1778334754
104,"plate",1152,68,69,0.000003282271562500032,0.9816710084322948,37343.86068958712,8.363043108102296,828132.457202964
105,"plate",166,601,565,0.000002351264843749946,0.9618858771253133,32132.555806228702,7.104749083228449,598647.062502566
106,"plate",577,614,613,0.0000027063293750000006,1,25031.685890353725,7.16935881598677,587264.0853076873
107,"plate",614,644,613,0.0000027063293749999964,1.0000000000000002,25004.694412230037,7.186132319549265,590916.6652493223
108,"plate",577,613,576,0.0000027063293750000006,1,27200.249549493816,7.710695398968888,681336.4112560018
109,"plate",610,640,609,0.0000027063293749999964,1.0000000000000002,30124.620528336258,6.846876894889765,553657.7019334845
110,"plate",163,162,703,0.0000031249999999999273,0.9694610275799561,29116.44987575073,6.40849526328725,488240.62879709504
111,"plate",162,726,703,0.00000222405265624994,0.9282592116316314,29244.307551737187,6.421577729314345,489493.93648253434
112,"plate",726,725,703,0.000002706329375,1,28315.223510823485,6.391953425485793,482843.3311926393
113,"plate",480,441,442,0.0000027063293750000023,1.0000000000000002,23419.84747134943,10.730621363942602,1271259.6680535197
114,"plate",441,403,442,0.0000027063293750000023,1.0000000000000002,23423.53851891858,10.698359916262863,1263231.8764733325
115,"plate",813,144,143,0.0000015625000000000007,0.7046637151095767,32613.44493036525,7.119347025684686,603091.2779547963
116,"padL",144,812,143,0.0000015625000000000028,0.7046637151095773,33218.40497814951,1.0666772682794319,91024.03157312569
117,"plate",348,309,310,0.0000027063293750000023,1.0000000000000002,25371.42995716455,9.814423795381941,1073390.457336165
118,"plate",958,996,957,0.0000027063293749999955,0.9999999999999998,32085.357000964428,8.146660337714968,770369.562299016
119,"plate",346,384,345,0.0000027063293749999993,1,30110.413792074152,9.067127703035233,935449.6357408176
120,"plate",344,306,345,0.0000027063293750000023,1.0000000000000002,31686.39170996362,8.77354010587532,883662.5056007593
121,"padR",848,57,885,0.000002882117968749947,0.9921387542565804,34925.78453735075,1.0952047225666228,95957.87074657866
122,"padR",57,925,885,0.000002530540781249924,0.9910563305406925,34942.098016722615,1.0954774755255143,96005.67195070031
123,"padL",888,928,927,0.0000027063293750000015,1,35888.31447052017,1.1420244284442493,104337.58361307316
124,"plate",393,355,394,0.000002706329375000003,1,5659.913861886299,10.288657370664437,1142200.8928055668
125,"padL",571,606,570,0.000002706329375000002,1,33826.75572928059,1.0674400353678282,91154.25832848562
126,"padL",606,605,570,0.0000027063293750000015,1,33404.98843606036,1.0503370397816463,88256.63177098174
127,"padR",336,373,335,0.0000027063293750000023,1.0000000000000002,37737.95075169081,1.206901755660421,116528.9478252965
128,"padR",633,164,165,0.0000015625000000000678,0.743093909066532,32037.930797384935,1.0277844184268743,84507.26486088545
129,"padR",166,633,165,0.0000015625000000000678,0.6405677381291304,31963.797055439136,1.026003702940939,84214.68787588149
130,"plate",144,852,890,0.0000025305407812499804,0.9910563305406928,33318.685939149516,7.3931095417633435,647981.9153880839
131,"plate",713,712,688,0.0000027063293749999964,1.0000000000000002,26150.814792487563,6.224369401570664,454053.16572244815
132,"plate",689,713,688,0.0000027063293749999964,1.0000000000000002,24804.42223647803,6.054179045334132,427906.92647463875
133,"plate",645,615,188,0.0000027639236306209762,0.9552341687490454,24115.61725949689,7.368637232509874,616757.531344865
134,"plate",615,189,188,0.0000028694162708917245,0.9651728893182375,31640.667002444952,10.098379856294695,1153936.1347191755
135,"padR",48,569,47,0.0000015624999999999313,0.8496600785691882,34776.86658212915,1.08878704959749,94836.57914969658
136,"padR",40,41,261,0.0000015624999999999124,0.8621566496632046,38175.134359285585,1.1962286281994803,114477.03447392084
137,"padR",41,298,261,0.0000022390823437499417,0.9327867706979681,38055.488233290125,1.1937729811677502,114007.51444529102
138,"plate",541,540,502,0.000002706329375,1,28752.974505300157,10.265240467542581,1179804.9360003262
139,"plate",134,534,135,0.0000015624999999999984,0.8496600785692067,33258.93790611318,7.295637851175648,633283.8144230285
140,"plate",609,136,135,0.0000015624999999999984,0.6405677381291113,31383.457817924416,6.8381305804278325,556516.2752627595
141,"plate",388,426,387,0.0000027063293750000023,1.0000000000000002,23890.54628405374,10.315247263980313,1178199.7565354095
142,"plate",386,348,387,0.000002706329375000003,1,25998.273858174958,9.922347755850437,1097688.032389561
143,"plate",425,386,387,0.0000027063293750000023,1.0000000000000002,26016.548467139208,9.955936312759693,1105542.4240462976
144,"plate",426,425,387,0.0000027063293750000023,1.0000000000000002,25605.769208482736,10.259182245958545,1169789.9101589732
145,"plate",1092,1054,1093,0.0000027063293749999955,0.9999999999999998,16276.846175010887,10.42747206117299,1186170.1645681262
146,"plate",672,648,649,0.0000027063293750000044,1,388.2601015641454,5.178834425363696,288922.37330454617
147,"plate",796,769,797,0.0000027063293749999955,0.9999999999999998,2076.4871209218063,7.343545421164664,581136.5723717513
148,"plate",830,796,797,0.0000027063293750000044,1,1963.8352001548237,7.218038800160025,561495.7588715743
149,"plate",831,830,797,0.0000027063293750000044,1,3988.869005065944,8.970334696197288,867620.130206568
150,"plate",798,831,797,0.0000027063293750000044,0.9999999999999998,3926.430004268139,8.361888933996667,754213.1404736895
151,"plate",1054,1092,1053,0.0000027063293749999955,0.9999999999999998,17953.22539425836,10.494598461133446,1204434.1417718788
152,"plate",554,516,555,0.000002706329375,1,17749.789982159004,13.04298205762101,1850667.9991349687
153,"plate",817,789,818,0.0000027063293750000006,1,27713.013891492206,8.180907535325586,763620.0585551452
154,"plate",472,510,471,0.0000027063293750000044,0.9999999999999998,2576.186511489507,9.71031646890678,1016129.3905071242
155,"plate",460,498,459,0.0000027063293750000044,0.9999999999999998,31292.644977376254,8.23099674204908,783234.602124218
156,"padL",118,660,117,0.0000015625000000000058,0.7831441071552308,32877.89339370793,1.0288077428074303,84675.62973284157
157,"padR",259,297,296,0.0000027063293750000023,1.0000000000000002,37893.04739029564,1.207292538789995,116604.42193743934
158,"padR",297,336,296,0.0000027063293750000023,1.0000000000000002,37897.46749404195,1.207467622330671,116638.24471815072
159,"padR",258,259,296,0.0000027063293750000023,1.0000000000000002,38070.5569059342,1.2178939625216356,118661.2563157321
160,"padR",336,335,296,0.0000027063293750000023,1.0000000000000002,37727.01541874003,1.2064808611474578,116447.6854652089
161,"padR",335,172,296,0.0000016110764062500582,0.6450561765687114,38007.519481046766,1.2213254062616503,119330.8598384148
162,"plate",580,541,542,0.0000027063293750000044,1,30112.88226454938,12.22451589895356,1661946.8240606391
163,"padR",163,164,680,0.0000015625000000000765,0.7831441071552502,30776.456446935033,0.9832230126221012,77338.19940397445
164,"padR",298,41,42,0.0000031249999999999337,0.967417703256195,38023.75130933651,1.193122921474232,113883.38445977653
165,"plate",857,858,896,0.0000027063293749999917,0.9999999999999998,28459.901845075095,9.727294114191595,1063096.5002884783
166,"padL",886,111,849,0.0000025305407812499863,0.9910563305406933,34942.09801685072,1.0954774755306815,96005.67195160601
167,"padR",845,806,846,0.0000027063293750000044,0.9999999999999998,33465.86094876983,1.0678061946487398,91216.80554641779
168,"plate",392,393,431,0.0000027063293750000023,1.0000000000000002,8738.087743936017,10.476997261473443,1186741.5226449932
169,"padR",162,163,704,0.0000031250000000000662,0.9694610275799511,30643.47475646386,0.9783353630138191,76571.2066018705
170,"padR",163,680,704,0.0000016261060937500616,0.6534635608431766,30448.92532799467,0.9723413021139558,75635.80862373303
171,"plate",872,834,873,0.0000027063293749999955,0.9999999999999998,20420.502850895504,13.105250597786211,1873198.1655887344
172,"plate",874,912,873,0.0000027063293749999955,0.9999999999999998,25099.54601471675,13.061413370923056,1872740.0098994994
173,"plate",496,457,458,0.0000027063293750000006,1,34054.68234367875,7.8185524915637,720699.0704216779
174,"plate",871,870,832,0.0000027063293749999955,1,10125.635722255687,11.250618862001222,1368938.1913975656
175,"plate",870,831,832,0.0000027063293749999955,1,6888.666864647177,10.095802725457192,1100861.6595323384
176,"plate",831,798,832,0.0000027063293750000044,0.9999999999999998,7498.681644921175,10.7547743258873,1248787.3880243187
177,"plate",181,821,182,0.0000021150452470650623,0.9732427225647736,37368.734361892966,15.625350879137427,2707825.950616098
178,"padL",118,605,637,0.0000027699354687499937,0.9989217770250793,33116.69971724024,1.0377226112845497,86149.45743769796
179,"padL",660,118,637,0.0000026427232812500054,0.9988699332866737,33121.90225626385,1.037826453328804,86166.69977832354
180,"padL",661,660,637,0.0000027063293750000015,1,32645.035889581934,1.025820647560483,84184.64007691268
181,"padL",605,606,637,0.0000027063293749999972,1,33401.62554582147,1.0502631615803446,88244.21668581928
182,"padL",606,638,637,0.0000027063293749999976,1,32737.975604608186,1.0323917110883356,85266.61160991213
183,"padL",638,661,637,0.000002706329375000002,1,32730.306321042608,1.032185661600828,85232.57920114712
184,"plate",186,185,716,0.000002834201304758657,0.9849138673448502,10672.18092336707,3.0269750054016455,104925.39910006041
185,"plate",598,561,562,0.0000027063293750000044,1,28754.382184523733,7.983309732216769,732043.393945887
186,"padR",1076,153,1037,0.000001693199531250046,0.690610977824158,37509.81898393831,1.2047662706992432,116116.94136116498
187,"padR",153,154,1037,0.000003125000000000075,0.9774423572995097,37106.97966860036,1.191090637366538,113495.75251377806
188,"padR",848,808,55,0.0000029492114062499337,0.985433291495516,33671.81669062639,1.0554341934457232,89115.30693555393
189,"padL",262,126,127,0.0000031250000000000027,0.9674177032561925,38023.75130483124,1.193122921488765,113883.38446255086
190,"plate",442,403,404,0.0000027063293750000023,1.0000000000000002,23890.54628374304,10.31524726394662,1178199.7565278623
191,"plate",366,405,404,0.000002706329375000003,1,25998.273857721702,9.922347755814636,1097688.0323818591
192,"padR",960,1000,999,0.0000027063293749999955,1,36523.15458440832,1.1676970858235294,109081.31873926104
193,"padR",1000,1037,999,0.0000027063293750000044,0.9999999999999998,36508.293204464615,1.1670362045450597,108957.88021751509
194,"padR",1037,154,999,0.0000021569592187500802,0.9062863255276639,37077.21769248737,1.1909768031270365,113474.05964693567
195,"plate",796,830,829,0.0000027063293750000044,1,1774.7055537753508,8.064883388897112,700826.048565325
196,"plate",795,796,829,0.0000027063293750000044,1,620.6941485327487,6.7662416795671385,493209.2238596869
197,"plate",828,795,829,0.0000027063293750000044,0.9999999999999998,257.2524987969082,7.796237769801081,654772.5699643162
198,"plate",552,551,513,0.000002706329375,1,4309.269823745996,9.227416486236823,918357.1574641509
199,"plate",565,601,564,0.0000027063293750000044,0.9999999999999998,32231.02378742065,7.358930169393906,639013.2844923844
200,"padR",1154,66,67,0.000003282271562500032,0.9816710084322948,38018.186639882864,1.211579964767734,117434.08088212671
201,"plate",583,194,582,0.0000020470851449250656,0.8940178424870151,16089.562175102956,14.523135509565467,2285484.86917687
202,"plate",177,765,792,0.0000021827046406030084,0.9470059790626122,4136.626957752472,8.532752743821998,785406.3963944669
203,"plate",920,958,919,0.0000027063293750000044,0.9999999999999998,32021.83042791268,7.8196973611271,713710.968153709
204,"plate",918,880,919,0.0000027063293749999955,0.9999999999999998,30796.795106556223,8.061990334605223,751897.147844657
205,"plate",957,918,919,0.0000027063293750000044,1,30776.06616447315,8.03877789588698,747111.1136628452
206,"plate",958,957,919,0.0000027063293750000044,1,32091.39446416879,8.161039482959847,773445.5470957714
207,"padR",634,635,658,0.000002706329375,1,32994.03328732396,1.044353186983304,87253.88633297473
208,"plate",313,314,352,0.0000027063293750000023,1.0000000000000002,14835.54002116325,10.476682942245567,1194744.163659942
209,"plate",182,821,820,0.0000028243076449250536,0.974219010995916,33083.79377992479,13.123246484304518,1917958.4481904074
210,"plate",250,288,249,0.0000027063293750000023,1.0000000000000002,22808.93930568604,9.983479863400653,1102605.7141067758
211,"plate",28,250,249,0.000001353164687500001,0.7999999979024506,22821.88457712032,9.982353064102295,1102327.7894219004
212,"plate",583,546,584,0.0000027063293750000044,0.9999999999999998,8578.44418546121,10.872477020165904,1277945.2050589297
213,"plate",534,496,535,0.0000027063293749999964,1.0000000000000002,32254.788328903815,7.356651964624249,638422.421950319
214,"plate",536,574,535,0.0000027063293750000006,1,30796.779751640617,7.484105266679431,654685.1643651777
215,"plate",190,580,581,0.0000020470851449250656,0.8940178424870151,35336.40830562331,14.734400413880572,2411913.8319614646
216,"plate",580,542,581,0.0000027063293750000044,0.9999999999999998,32859.6095032766,13.740466668058763,2092143.8584387242
217,"plate",820,821,859,0.0000027063293749999955,1,30877.340520931204,12.132922291426055,1637157.0093606962
218,"plate",858,820,859,0.0000027063293749999955,0.9999999999999998,29406.36490963442,11.288793648916517,1422171.2815325377
219,"plate",830,831,869,0.0000027063293749999955,1,3766.330415286584,8.721745159617418,820332.2822056732
220,"plate",870,908,869,0.0000027063293749999955,0.9999999999999998,5977.552876430848,9.833648314938573,1043843.1000481297
221,"plate",831,870,869,0.0000027063293749999955,1,6236.980595573776,10.049108861110895,1089873.608664966
222,"padL",964,927,965,0.000002706329374999994,0.9999999999999998,36501.09656555581,1.1578148543096565,107242.8189488073
223,"padL",927,928,965,0.000002706329374999993,1,35880.75369584853,1.1416694161074545,104272.7244540109
224,"padR",1114,1154,1153,0.0000027063293750000044,1,37981.78672128382,1.2161242299767439,118316.65141892225
225,"padR",152,1114,1153,0.000002837028906250052,0.9955699827671891,37882.52368674765,1.2150027445164662,118098.53353460362
226,"padR",67,68,1153,0.000003282271562500032,0.9816710084322948,38202.87508925358,1.2255101160550137,120150.00356425386
227,"padR",1154,67,1153,0.000003282271562500032,0.9816710084322948,37976.44418953354,1.215897109627907,118272.46249611987
228,"plate",552,513,514,0.000002706329375,1,6554.178706448346,10.16183378579947,1114690.7934386842
229,"plate",316,355,354,0.0000027063293750000023,1.0000000000000002,7237.054981141823,10.397400732317621,1167572.7039691184
230,"plate",355,393,354,0.000002706329375000003,1,7256.146308299079,10.400320777967863,1168200.8673575476
231,"plate",393,392,354,0.000002706329375000003,1,8701.285054107102,10.468390606419991,1184850.764079091
232,"plate",422,460,421,0.0000027063293750000023,1.0000000000000002,31178.79678821857,8.563784008586229,843218.7434949953
233,"plate",460,459,421,0.0000027063293750000023,1.0000000000000002,31272.38216377073,8.209263266697711,778676.287003227
234,"plate",765,177,176,0.0000017657606441828895,0.8717143999822333,4503.24765591643,9.34010816119708,940719.1421175154
235,"plate",914,915,953,0.0000027063293750000044,1,27695.65201757306,10.20190871031267,1162940.6213088895
236,"plate",590,552,553,0.0000027063293750000044,1,7851.804626162488,10.619211828607146,1217990.001073376
237,"plate",552,514,553,0.000002706329375,1,7455.673105760007,10.267373693822275,1138950.695418109
238,"plate",148,147,1006,0.0000031250000000000014,0.9774423572995128,36361.710719712406,8.114823285879394,781444.3967220964
239,"plate",765,766,793,0.0000027063293749999955,1,1879.444440099819,6.300826417593779,427896.6557499645
240,"plate",826,792,793,0.0000027063293750000044,1,3926.4300042028885,8.361888934012175,754213.1404764558
241,"plate",792,765,793,0.0000027063293749999955,0.9999999999999998,4210.8311946808635,8.932110366545889,860332.5988373362
242,"plate",440,441,479,0.0000027063293750000023,1.0000000000000002,20606.432233578187,10.9943723056524,1325996.7772588546
243,"plate",480,518,479,0.0000027063293750000044,0.9999999999999998,23209.87702904461,11.343574042009283,1416590.9386508383
244,"plate",441,480,479,0.0000027063293750000023,1.0000000000000002,23217.38965501871,11.305928202551572,1406752.3166217976
245,"padR",492,46,529,0.0000019325942187499426,0.8137192700216038,35620.607378967,1.1163162736885412,99692.96183214961
246,"padR",46,47,529,0.000003124999999999936,0.9897302364751506,35354.58148502075,1.108495961359114,98301.06370795732
247,"padR",47,569,529,0.000001917564531249939,0.8066013663634727,35120.10110155464,1.1005061441911872,96889.10187220432
248,"plate",921,156,959,0.0000017382885937499543,0.7151051131452754,34746.44087837876,7.685553453566522,700023.1638441118
249,"plate",958,920,959,0.0000027063293750000044,0.9999999999999998,33465.15250204341,7.95733209491711,742600.3725117937
250,"plate",920,921,959,0.0000027063293750000044,1,33468.37762579172,7.659734653077049,691731.0820576817
251,"plate",252,291,290,0.0000027063293750000023,1.0000000000000002,28290.045038012384,9.38291767484752,992305.9532625977
252,"plate",748,774,747,0.0000027063293750000044,0.9999999999999998,23309.35812293188,6.004756507343683,417534.0682567895
253,"plate",774,773,747,0.0000027063293750000044,1,23793.131218441948,6.370975336506267,468196.22563964507
254,"padL",104,1117,103,0.000003282271562500032,0.9816710084322948,38143.69510252927,1.1972145602791489,114665.81626755167
255,"padR",1155,1115,1116,0.0000027063293750000044,1,37732.927331183695,1.1930965825792423,113878.35642898134
256,"padR",1156,1155,1116,0.0000027063293750000044,1,37974.088124402355,1.1964259900398242,114514.81197142188
257,"plate",983,1021,982,0.0000027063293750000044,0.9999999999999998,381.8136621194426,9.978497351516921,1072675.6966174303
258,"plate",894,855,856,0.0000027063293749999917,1,28637.34212603921,8.247578778117823,776948.235377161
259,"plate",855,817,856,0.0000027063293749999917,1,28809.418995936772,8.328917662346237,793164.153897474
260,"plate",817,818,856,0.0000027063293749999917,1,27402.621311828752,8.055005642204232,739292.4593506333
261,"plate",818,857,856,0.0000027063293749999917,0.9999999999999998,28768.97163799799,9.013953040119684,921494.0228910401
262,"padL",686,710,709,0.0000027063293749999964,1,31094.386954770143,0.9897829930851569,78373.62987204894
263,"padL",732,708,709,0.000002706329374999994,0.9999999999999998,31950.86258949821,1.0105101064210555,81690.45401432744
264,"padL",572,532,533,0.0000027063293750000006,1,34086.74907874977,1.087201498758597,94560.56791223516
265,"padL",134,135,533,0.0000015625000000000007,0.8496600785692074,34005.31697971704,1.0896968598049779,94995.13970150637
266,"padL",135,572,533,0.0000023512648437500027,0.9618858771253137,33195.00179666229,1.060963632871721,90051.50642210878
267,"plate",282,244,283,0.0000027063293750000023,1.0000000000000002,7302.90850192997,10.408559123673001,1170118.0727601885
268,"plate",321,282,283,0.0000027063293750000023,1.0000000000000002,7307.937990356271,10.40887573086088,1170181.3937887088
269,"plate",465,427,466,0.0000027063293750000023,1.0000000000000002,23217.389655044295,11.30592820259257,1406752.3166317937
270,"plate",504,465,466,0.0000027063293750000044,1,23209.87702907908,11.343574042048527,1416590.9386604263
271,"plate",536,498,537,0.000002706329375,1,29593.55937668165,7.651929027605441,677778.9976062604
272,"padR",1156,1116,62,0.0000028370289062499316,0.9955699827671889,37860.479292119846,1.1883340761262577,112971.03011862772
273,"plate",444,405,406,0.0000027063293750000023,1.0000000000000002,27790.47061407378,9.563151835220618,1028061.9964320074
274,"plate",405,367,406,0.000002706329375000003,1,27758.414914347868,9.528096224035323,1020103.555613134
275,"plate",445,444,406,0.0000027063293750000023,1.0000000000000002,28648.481148159924,9.28698021062006,973782.9954859104
276,"plate",367,368,406,0.000002706329375000003,1,28454.036616084937,9.381756456158085,992900.9602160291
277,"padR",450,490,489,0.0000027063293750000023,1.0000000000000002,35679.63286612203,1.1392590323469958,103832.89142273706
278,"plate",154,1036,998,0.00000215695921874996,0.9062863255276589,36281.16994969922,8.070748297059454,771587.8721481547
279,"plate",201,200,771,0.0000017657606441829132,0.8717143999822373,31690.880483067478,10.137912733642684,1164186.4874320955
280,"plate",772,800,771,0.0000027063293749999955,0.9999999999999998,23646.52371423094,7.072261012640921,568797.0273868681
281,"plate",712,713,735,0.0000027063293749999917,1,26196.72279071327,6.232826333682683,455232.70011125086
282,"plate",734,712,735,0.000002706329374999994,1,27746.243487647076,6.4520974553808115,489792.39115276246
283,"padR",52,53,730,0.0000015624999999999291,0.8631845582286625,32766.803170370986,1.025134326774461,84072.0310345062
284,"padR",706,52,730,0.00000222405265624994,0.9282592116316313,32695.638457453093,1.0238871408079553,83867.59016895118
285,"plate",852,853,891,0.000002706329374999994,1,31798.660215290594,7.4905898216582365,658522.5426568482
286,"plate",890,852,891,0.0000027063293749999917,1,33452.21113102483,7.663462076536418,692598.9667071134
287,"plate",522,561,560,0.000002706329375,1,28192.499804955532,8.398352097069864,802618.6280483977
288,"plate",762,761,737,0.0000027063293750000006,0.9999999999999998,23793.131218481114,6.370975336529577,468196.22564302763
289,"plate",92,1129,91,0.0000032822715625000276,0.9816710084322945,21554.60330575405,10.076502356203465,1119654.268755219
290,"plate",800,772,801,0.0000027063293749999955,0.9999999999999998,26265.960377237756,7.8460630611559194,701582.2133723516
291,"plate",772,773,801,0.0000027063293749999955,1,23023.509881072743,6.496662807388135,483041.6575093895
292,"plate",821,181,822,0.000001700427891747973,0.896958223574831,31221.639050424856,14.682228363455343,2378837.7962011695
293,"plate",330,292,331,0.0000027063293750000023,1.0000000000000002,30983.7974553248,8.964390170263071,917926.8706345755
294,"plate",369,330,331,0.0000027063293750000023,1.0000000000000002,30985.21113454198,8.973051947504718,919891.7854654371
295,"plate",370,369,331,0.0000027063293750000023,1.0000000000000002,31686.39171002299,8.773540105847387,883662.5055950213
296,"plate",625,594,595,0.0000027063293750000044,1,33505.57814779478,12.206711414178416,1669254.3522191162
297,"plate",626,625,595,0.0000027063293750000044,1,28826.266672582944,9.57748160381948,1033031.0330449655
298,"plate",855,893,854,0.0000027063293749999955,0.9999999999999998,29379.938565724144,7.87577982066965,714611.1934103988
299,"plate",816,855,854,0.0000027063293749999955,1,29419.01045669384,7.909053085090912,721245.3355684592
300,"plate",286,324,285,0.0000027063293750000023,1.0000000000000002,16196.52536923996,10.381716171245714,1175759.736775031
301,"padL",1080,1117,106,0.0000028370289062499892,0.9955699827671888,37860.47929223332,1.188334076131362,112971.03011959823
302,"padL",1040,1080,106,0.000002575629843750006,0.9951225755370726,37858.1253100397,1.188071069333839,112921.02926304413
303,"plate",640,665,664,0.0000027063293750000006,1,28629.661014208352,6.46477186538889,493805.5819349553
304,"plate",992,953,954,0.0000027063293749999955,1,27591.161170547603,9.788205244499547,1073616.5519053407
305,"plate",953,915,954,0.0000027063293750000044,0.9999999999999998,27744.430788376,9.883614948082071,1095424.7669582933
306,"padR",808,780,781,0.0000027063293749999955,1,33084.35155997608,1.0398594195502104,86504.60899418405
307,"padR",54,55,781,0.0000015624999999999334,0.8292527579044247,33297.24642620422,1.0420057332965071,86862.07585782332
308,"padR",55,808,781,0.000002463447343749946,0.9826108482949653,33680.77373863267,1.0554411783589515,89116.48647805856
309,"plate",462,423,424,0.0000027063293749999985,1,28727.00243091918,9.341042044678964,985737.6541259467
310,"plate",386,425,424,0.0000027063293749999985,1.0000000000000002,27281.72246297199,9.762896042448698,1067435.2462539228
311,"plate",764,183,791,0.000002182704640603008,0.947005979062612,28811.309313133308,9.238897865970538,964011.6858562453
312,"plate",183,182,791,0.000002233364164114428,0.8527967171401898,36840.12538386359,13.088840987157237,1923357.0818756202
313,"plate",182,820,791,0.0000033065843849625372,0.9778961404755323,32075.681760865355,11.394787951689214,1453902.0797411355
314,"plate",610,574,611,0.0000027063293750000006,1,28575.288193608758,6.8596460304454645,550560.2273343665
315,"padL",143,812,142,0.0000015624999999999984,0.6808745925822764,33157.82077984242,1.0656989033045234,90857.13220035713
316,"plate",813,143,142,0.0000015624999999999963,0.680874592582276,32615.269816406326,7.119538239997225,603189.4320311872
317,"plate",648,620,621,0.000002706329375,1,175.51327031524852,6.38695206940659,439440.74609025696
318,"plate",620,587,621,0.0000027063293750000044,0.9999999999999998,140.11497314507142,6.38695206940659,439442.00581337424
319,"plate",649,648,621,0.000002706329375,1,358.8803911784711,5.195571049802164,290795.66852592234
320,"plate",587,588,621,0.0000027063293750000044,1,830.7301642323084,7.583446227922047,619546.5146785119
321,"plate",843,842,804,0.0000027063293750000044,1,30006.20837967371,7.263892698843263,617067.3647697156
